FID_,FIPSSTCO,TRT2000,STFID,OID_,SCTRACTW,FIPSPLACEW,CENSUSPLW,SCTRACTR,FIPSPLACER,CENSUCPLR,TRACTTOTRA,STFID_1,ID_ID,Distance
,24031,700710,24031700710,1495,51059460500,79952,1252,24031700710,65312,823,4,24031700710,87311,0.007293
,24031,701306,24031701306,2416,51059480200,79952,1252,24031701306,58900,725,10,24031701306,87322,0.024422
,24031,700817,24031700817,814,51059460400,79952,1252,24031700817,31175,385,10,24031700817,87329,0.002632
,24031,701209,24031701209,338,51059471200,79952,1252,24031701209,99999,9999,10,24031701209,87340,0.019071
,24031,701211,24031701211,1521,51059460500,79952,1252,24031701211,99999,9999,4,24031701211,87355,0.005893
,24031,701005,24031701005,41,51059471200,48376,772,24031701005,67675,850,4,24031701005,87368,0.002043
,24031,706007,24031706007,870,51059460400,79952,1252,24031706007,63300,792,4,24031706007,87387,0.018702
,24031,700901,24031700901,1509,51059460500,79952,1252,24031700901,67675,850,4,24031700901,87411,0.002151
,24031,700902,24031700902,329,51059471200,79952,1252,24031700902,67675,850,4,24031700902,87418,0.005985
,24031,701102,24031701102,335,51059471200,79952,1252,24031701102,67675,850,15,24031701102,87464,0.004614
,24031,701101,24031701101,42,51059471200,48376,772,24031701101,67675,850,4,24031701101,87467,0.004186
,24031,701206,24031701206,337,51059471200,79952,1252,24031701206,63300,792,15,24031701206,87476,0.012963
,24031,701205,24031701205,822,51059460400,79952,1252,24031701205,56337,677,10,24031701205,87481,0.007873
,24031,700905,24031700905,330,51059471200,79952,1252,24031700905,67675,850,25,24031700905,87490,0.008084
,24031,701204,24031701204,1518,51059460500,79952,1252,24031701204,56337,677,30,24031701204,87499,0.005498
,24031,701213,24031701213,339,51059471200,79952,1252,24031701213,56337,677,10,24031701213,87510,0.006149
,24031,706009,24031706009,379,51059471200,79952,1252,24031706009,63300,792,10,24031706009,87545,0.00284
,24031,705901,24031705901,867,51059460400,79952,1252,24031705901,7125,65,4,24031705901,87614,0.009102
,24031,704501,24031704501,860,51059460400,79952,1252,24031704501,56337,677,10,24031704501,87615,0.004336
,24031,704502,24031704502,1555,51059460500,79952,1252,24031704502,7125,65,10,24031704502,87615,0.004222
,24031,705902,24031705902,2513,51059480200,79952,1252,24031705902,7125,65,35,24031705902,87636,0.000072
,24031,704600,24031704600,1557,51059460500,79952,1252,24031704600,7125,65,15,24031704600,87664,0.004124
,24031,704503,24031704503,1556,51059460500,79952,1252,24031704503,7125,65,10,24031704503,87668,0.005521
,24031,705903,24031705903,54,51059471200,48376,772,24031705903,7125,65,4,24031705903,87694,0.007239
,24031,704700,24031704700,361,51059471200,79952,1252,24031704700,7125,65,20,24031704700,87730,0.002029
,24031,705701,24031705701,373,51059471200,79952,1252,24031705701,7125,65,4,24031705701,87749,0.004693
,24031,705702,24031705702,374,51059471200,79952,1252,24031705702,7125,65,20,24031705702,87755,0.006921
,24031,701303,24031701303,825,51059460400,79952,1252,24031701303,2825,21,4,24031701303,87765,0.005868
,24031,703202,24031703202,847,51059460400,79952,1252,24031703202,2825,21,10,24031703202,87766,0.004584
,24031,703301,24031703301,1546,51059460500,79952,1252,24031703301,2825,21,15,24031703301,87775,0.006669
,24031,703201,24031703201,846,51059460400,79952,1252,24031703201,2825,21,4,24031703201,87795,0.013543
,24031,703302,24031703302,2470,51059480200,79952,1252,24031703302,2825,21,15,24031703302,87802,0.002576
,24031,703214,24031703214,46,51059471200,48376,772,24031703214,2825,21,4,24031703214,87809,0.008376
,24031,703402,24031703402,48,51059471200,48376,772,24031703402,83837,1036,10,24031703402,87815,0.005119
,24031,703206,24031703206,1247,51059460500,23984,423,24031703206,83837,1036,10,24031703206,87821,0.00714
,24031,703403,24031703403,49,51059471200,48376,772,24031703403,83837,1036,4,24031703403,87822,0.005807
,24031,701201,24031701201,820,51059460400,79952,1252,24031701201,56337,677,15,24031701201,87826,0.012845
,24031,703401,24031703401,47,51059471200,48376,772,24031703401,83837,1036,10,24031703401,87830,0.006189
,24031,701202,24031701202,336,51059471200,79952,1252,24031701202,31525,400,4,24031701202,87836,0.003882
,24031,701214,24031701214,340,51059471200,79952,1252,24031701214,56337,677,4,24031701214,87836,0.005228
,24031,704300,24031704300,359,51059471200,79952,1252,24031704300,73600,924,4,24031704300,87876,0.008721
,24031,703404,24031703404,1547,51059460500,79952,1252,24031703404,83837,1036,15,24031703404,87890,0.003812
,24031,703601,24031703601,855,51059460400,79952,1252,24031703601,56712,691,4,24031703601,87910,0.0054
,24031,704200,24031704200,858,51059460400,79952,1252,24031704200,43500,525,4,24031704200,87937,0.002392
,24031,704100,24031704100,50,51059471200,48376,772,24031704100,16775,186,4,24031704100,87951,0.00449
,24031,703602,24031703602,356,51059471200,79952,1252,24031703602,73600,924,4,24031703602,87957,0.005295
,24031,703211,24031703211,1545,51059460500,79952,1252,24031703211,2825,21,4,24031703211,87982,0.00714
,24031,703215,24031703215,354,51059471200,79952,1252,24031703215,2825,21,20,24031703215,87987,0.007875
,24031,703212,24031703212,353,51059471200,79952,1252,24031703212,83837,1036,15,24031703212,87992,0.009924
,24031,703207,24031703207,848,51059460400,79952,1252,24031703207,83837,1036,4,24031703207,88001,0.01284
,24031,703702,24031703702,357,51059471200,79952,1252,24031703702,83837,1036,4,24031703702,88011,0.004074
,24031,703800,24031703800,1551,51059460500,79952,1252,24031703800,56712,691,10,24031703800,88029,0.00168
,24031,704000,24031704000,358,51059471200,79952,1252,24031704000,28640,345,20,24031704000,88042,0.00685
,24031,703901,24031703901,1552,51059460500,79952,1252,24031703901,28640,345,4,24031703901,88048,0.006054
,24031,703209,24031703209,2462,51059480200,79952,1252,24031703209,83837,1036,4,24031703209,88055,0.004468
,24031,703902,24031703902,1553,51059460500,79952,1252,24031703902,83837,1036,10,24031703902,88057,0.004427
,24031,703210,24031703210,2463,51059480200,79952,1252,24031703210,72450,900,4,24031703210,88071,0.006565
,24031,703100,24031703100,845,51059460400,79952,1252,24031703100,72450,900,20,24031703100,88073,0.001929
,24031,703000,24031703000,844,51059460400,79952,1252,24031703000,72450,900,4,24031703000,88078,0.001881
,24031,702102,24031702102,2043,51059480200,48376,772,24031702102,72450,900,4,24031702102,88110,0.00544
,24031,704402,24031704402,2486,51059480200,79952,1252,24031704402,7125,65,45,24031704402,88118,0.004157
,24031,704801,24031704801,362,51059471200,79952,1252,24031704801,7125,65,4,24031704801,88145,0.000866
,24031,704802,24031704802,51,51059471200,48376,772,24031704802,7125,65,10,24031704802,88175,0.001453
,24031,705500,24031705500,371,51059471200,79952,1252,24031705500,30837,359,10,24031705500,88178,0.005735
,24031,705602,24031705602,2507,51059480200,79952,1252,24031705602,7125,65,15,24031705602,88219,0.004133
,24031,705100,24031705100,52,51059471200,48376,772,24031705100,16720,182,4,24031705100,88255,0.005839
,24031,705400,24031705400,370,51059471200,79952,1252,24031705400,16620,177,4,24031705400,88278,0.006512
,24031,705200,24031705200,368,51059471200,79952,1252,24031705200,50965,609,4,24031705200,88290,0.006815
,24031,705300,24031705300,53,51059471200,48376,772,24031705300,16787,187,4,24031705300,88306,0.002335
,24031,705601,24031705601,1563,51059460500,79952,1252,24031705601,7125,65,4,24031705601,88318,0.004598
,24031,702800,24031702800,2453,51059480200,79952,1252,24031702800,72450,900,15,24031702800,88372,0.003437
,24031,702700,24031702700,350,51059471200,79952,1252,24031702700,72450,900,4,24031702700,88394,0.000564
,24031,702601,24031702601,2450,51059480200,79952,1252,24031702601,72450,900,10,24031702601,88409,0.00008
,24031,702900,24031702900,351,51059471200,79952,1252,24031702900,72450,900,10,24031702900,88416,0.001656
,24031,702302,24031702302,840,51059460400,79952,1252,24031702302,72450,900,4,24031702302,88426,0.000599
,24031,702500,24031702500,2044,51059480200,48376,772,24031702500,72450,900,4,24031702500,88461,0.000435
,24031,702200,24031702200,45,51059471200,48376,772,24031702200,72450,900,15,24031702200,88484,0.001484
,24031,702402,24031702402,842,51059460400,79952,1252,24031702402,72450,900,10,24031702402,88491,0.004097
,24031,702402,24031702402,842,51059460400,79952,1252,24031702402,72450,900,10,24031702402,88507,0.002457
,24031,701800,24031701800,2440,51059480200,79952,1252,24031701800,76650,950,4,24031701800,88533,0.000964
,24031,701701,24031701701,2438,51059480200,79952,1252,24031701701,76650,950,4,24031701701,88539,0.000503
,11001,1702,11001001702,2146,51059480200,79952,1252,11001001702,50000,5,4,11001001702,88542,0.003811
,24031,701407,24031701407,43,51059471200,48376,772,24031701407,18475,217,10,24031701407,88549,0.011225
,24031,701507,24031701507,347,51059471200,79952,1252,24031701507,18475,217,10,24031701507,88558,0.013068
,24031,701900,24031701900,2441,51059480200,79952,1252,24031701900,72450,900,4,24031701900,88590,0.002311
,24031,701702,24031701702,2439,51059480200,79952,1252,24031701702,76650,950,10,24031701702,88591,0.00116
,24031,702000,24031702000,2442,51059480200,79952,1252,24031702000,72450,900,10,24031702000,88599,0.000437
,24031,700103,24031700103,309,51059471200,79952,1252,24031700103,99999,9999,10,24031700103,88696,0.01793
,24031,700205,24031700205,310,51059471200,79952,1252,24031700205,21475,247,4,24031700205,88697,0.013137
,24031,701212,24031701212,2409,51059480200,79952,1252,24031701212,65312,823,15,24031701212,88702,0.013294
,24031,701304,24031701304,1524,51059460500,79952,1252,24031701304,58900,725,10,24031701304,88720,0.009935
,24031,701312,24031701312,828,51059460400,79952,1252,24031701312,58900,725,4,24031701312,88725,0.007582
,24031,701310,24031701310,827,51059460400,79952,1252,24031701310,58900,725,20,24031701310,88732,0.004019
,24031,701308,24031701308,1525,51059460500,79952,1252,24031701308,58900,725,4,24031701308,88733,0.010605
,24031,701414,24031701414,344,51059471200,79952,1252,24031701414,27250,338,25,24031701414,88809,0.008788
,24031,701506,24031701506,346,51059471200,79952,1252,24031701506,84375,1038,4,24031701506,88816,0.009153
,24031,701503,24031701503,1534,51059460500,79952,1252,24031701503,18475,217,4,24031701503,88817,0.007739
,24031,701505,24031701505,345,51059471200,79952,1252,24031701505,84375,1038,10,24031701505,88855,0.00686
,24031,701504,24031701504,835,51059460400,79952,1252,24031701504,84375,1038,10,24031701504,88858,0.008463
,24031,701600,24031701600,348,51059471200,79952,1252,24031701600,72450,900,25,24031701600,88877,0.004931
,24031,701416,24031701416,1532,51059460500,79952,1252,24031701416,27250,338,4,24031701416,88888,0.004416
,24031,701417,24031701417,834,51059460400,79952,1252,24031701417,27250,338,10,24031701417,88888,0.011482
,24031,702101,24031702101,837,51059460400,79952,1252,24031702101,72450,900,10,24031702101,88897,0.004188
,24031,700605,24031700605,30,51059471200,48376,772,24031700605,56875,693,15,24031700605,88910,0.014071
,24031,703701,24031703701,1550,51059460500,79952,1252,24031703701,83837,1036,10,24031703701,88977,0.008125
,24031,702700,24031702700,350,51059471200,79952,1252,24031702700,72450,900,4,24031702700,88985,0.006634
,24031,701410,24031701410,832,51059460400,79952,1252,24031701410,11750,113,10,24031701410,89012,0.00195
,24031,703213,24031703213,2467,51059480200,79952,1252,24031703213,2825,21,25,24031703213,89061,0.004094
,24031,701002,24031701002,332,51059471200,79952,1252,24031701002,67675,850,4,24031701002,89093,0.004247
,24031,700102,24031700102,308,51059471200,79952,1252,24031700102,53325,632,20,24031700102,89094,0.017382
,24031,700819,24031700819,38,51059471200,48376,772,24031700819,32025,402,20,24031700819,89110,0.006066
,24031,700308,24031700308,796,51059460400,79952,1252,24031700308,32025,402,10,24031700308,89139,0.005163
,24031,701309,24031701309,341,51059471200,79952,1252,24031701309,2762,19,4,24031701309,89150,0.006785
,24031,700810,24031700810,1504,51059460500,79952,1252,24031700810,53325,632,10,24031700810,89178,0.030119
,24031,700811,24031700811,1505,51059460500,79952,1252,24031700811,53325,632,4,24031700811,89178,0.034101
,24031,700813,24031700813,325,51059471200,79952,1252,24031700813,53325,632,10,24031700813,89178,0.013246
,24031,700610,24031700610,2356,51059480200,79952,1252,24031700610,99999,9999,10,24031700610,89186,0.002593
,24031,700805,24031700805,810,51059460400,79952,1252,24031700805,31175,385,25,24031700805,89194,0.007876
,24031,700711,24031700711,34,51059471200,48376,772,24031700711,65312,823,4,24031700711,89212,0.00134
,24031,700705,24031700705,33,51059471200,48376,772,24031700705,31175,385,4,24031700705,89225,0.000902
,24031,700302,24031700302,312,51059471200,79952,1252,24031700302,99999,9999,4,24031700302,89246,0.000746
,24031,700808,24031700808,322,51059471200,79952,1252,24031700808,32025,402,15,24031700808,89266,0.001441
,24031,700607,24031700607,31,51059471200,48376,772,24031700607,56875,693,4,24031700607,89275,0.011917
,24031,706004,24031706004,376,51059471200,79952,1252,24031706004,63300,792,20,24031706004,89302,0.004046
,24031,705800,24031705800,866,51059460400,79952,1252,24031705800,10500,104,10,24031705800,89304,0.004476
,24031,703208,24031703208,352,51059471200,79952,1252,24031703208,43200,522,10,24031703208,89310,0.013246
,24031,700816,24031700816,1243,51059460500,23984,423,24031700816,31175,385,10,24031700816,89353,0.00009
,24031,705000,24031705000,364,51059471200,79952,1252,24031705000,16625,178,15,24031705000,89365,0.005505
,24031,701001,24031701001,331,51059471200,79952,1252,24031701001,67675,850,10,24031701001,89407,0.001573
,24031,701004,24031701004,40,51059471200,48376,772,24031701004,67675,850,4,24031701004,89422,0.010109
,24031,700715,24031700715,2369,51059480200,79952,1252,24031700715,53325,632,35,24031700715,89426,0.024949
,24031,700716,24031700716,320,51059471200,79952,1252,24031700716,99999,9999,20,24031700716,89426,0.009047
,24031,706005,24031706005,377,51059471200,79952,1252,24031706005,63300,792,10,24031706005,89507,0.011449
,24031,703501,24031703501,355,51059471200,79952,1252,24031703501,83837,1036,4,24031703501,89514,0.005161
,24031,700904,24031700904,1510,51059460500,79952,1252,24031700904,67675,850,4,24031700904,89530,0.00067
,24031,701313,24031701313,829,51059460400,79952,1252,24031701313,58900,725,10,24031701313,89601,0.009701
,24031,700606,24031700606,316,51059471200,79952,1252,24031700606,56875,693,10,24031700606,89604,0.016101
,24031,700704,24031700704,802,51059460400,79952,1252,24031700704,31175,385,4,24031700704,89617,0.004851
,24031,700706,24031700706,2359,51059480200,79952,1252,24031700706,31175,385,4,24031700706,89664,0.004703
,24031,700304,24031700304,2344,51059480200,79952,1252,24031700304,99999,9999,15,24031700304,89669,0.004573
,24031,702301,24031702301,839,51059460400,79952,1252,24031702301,72450,900,4,24031702301,89672,0.000329
,24031,706003,24031706003,375,51059471200,79952,1252,24031706003,63300,792,10,24031706003,89723,0.020627
,24031,700806,24031700806,321,51059471200,79952,1252,24031700806,31175,385,10,24031700806,89764,0.001457
,24031,700306,24031700306,27,51059471200,48376,772,24031700306,32025,402,10,24031700306,89795,0.007355
,24031,700609,24031700609,801,51059460400,79952,1252,24031700609,99999,9999,10,24031700609,89796,0.013851
,24031,700815,24031700815,326,51059471200,79952,1252,24031700815,32025,402,4,24031700815,89801,0.005459
,24031,700604,24031700604,314,51059471200,79952,1252,24031700604,21825,249,15,24031700604,89809,0.004756
,24031,700608,24031700608,32,51059471200,48376,772,24031700608,78650,982,15,24031700608,89813,0.012377
,24031,700101,24031700101,307,51059471200,79952,1252,24031700101,99999,9999,4,24031700101,89816,0.006445
,24031,701307,24031701307,826,51059460400,79952,1252,24031701307,99999,9999,10,24031701307,89827,0.020089
,24031,701003,24031701003,39,51059471200,48376,772,24031701003,67675,850,10,24031701003,89830,0.004133
,24031,701210,24031701210,823,51059460400,79952,1252,24031701210,63300,792,10,24031701210,89833,0.007443
,24031,703502,24031703502,2472,51059480200,79952,1252,24031703502,56712,691,30,24031703502,89849,0.004309
,24031,701415,24031701415,44,51059471200,48376,772,24031701415,18150,212,4,24031701415,89858,0.015844
,24031,701409,24031701409,343,51059471200,79952,1252,24031701409,27250,338,10,24031701409,89875,0.011058
,24031,700309,24031700309,28,51059471200,48376,772,24031700309,32025,402,10,24031700309,89885,0.005586
,24031,701215,24031701215,2042,51059480200,48376,772,24031701215,56337,677,10,24031701215,89891,0.000377
,24031,704401,24031704401,360,51059471200,79952,1252,24031704401,56337,677,10,24031704401,89891,0.005529
,24033,800800,24033800800,57,51059471200,48376,772,24033800800,99999,9999,4,24033800800,89944,0.00248
,24033,801302,24033801302,385,51059471200,79952,1252,24033801302,250,7,10,24033801302,90010,0.022382
,24033,803606,24033803606,391,51059471200,79952,1252,24033803606,45612,542,4,24033803606,90479,0.006153
,24033,803518,24033803518,1610,51059460500,79952,1252,24033803518,99999,9999,15,24033803518,90523,0.01453
,24033,800408,24033800408,1573,51059460500,79952,1252,24033800408,33400,412,4,24033800408,90641,0.001554
,24033,803517,24033803517,2049,51059480200,48376,772,24033803517,52975,631,10,24033803517,90654,0.015971
,24033,803516,24033803516,1609,51059460500,79952,1252,24033803516,52975,631,30,24033803516,90665,0.002829
,24033,800409,24033800409,1574,51059460500,79952,1252,24033800409,33400,412,15,24033800409,90682,0.011636
,24033,801600,24033801600,2567,51059480200,79952,1252,24033801600,59505,747,10,24033801600,90717,0.003725
,24033,801805,24033801805,2575,51059480200,79952,1252,24033801805,38975,495,4,24033801805,90728,0.002563
,24033,801708,24033801708,2573,51059480200,79952,1252,24033801708,59505,747,10,24033801708,90740,0.000841
,24033,801706,24033801706,2571,51059480200,79952,1252,24033801706,50750,607,20,24033801706,90743,0.00432
,24033,801808,24033801808,1251,51059460500,23984,423,24033801808,38975,495,4,24033801808,90746,0.013026
,24033,801407,24033801407,1593,51059460500,79952,1252,24033801407,59505,747,15,24033801407,90748,0.024792
,24033,801702,24033801702,61,51059471200,48376,772,24033801702,77100,958,10,24033801702,90748,0.002734
,24033,802501,24033802501,66,51059471200,48376,772,24033802501,75762,940,10,24033802501,90751,0.000939
,24033,803001,24033803001,389,51059471200,79952,1252,24033803001,27400,340,4,24033803001,90754,0.007553
,24033,802700,24033802700,892,51059460400,79952,1252,24033802700,13000,125,4,24033802700,90764,0.000862
,24033,802803,24033802803,388,51059471200,79952,1252,24033802803,99999,9999,10,24033802803,90770,0.01169
,24033,801804,24033801804,1596,51059460500,79952,1252,24033801804,38975,495,10,24033801804,90778,0.008575
,24033,801802,24033801802,2574,51059480200,79952,1252,24033801802,38975,495,4,24033801802,90781,0.005993
,24033,802405,24033802405,891,51059460400,79952,1252,24033802405,75762,940,15,24033802405,90787,0.00228
,24033,801801,24033801801,63,51059471200,48376,772,24033801801,50750,607,10,24033801801,90831,0.003831
,24033,801902,24033801902,387,51059471200,79952,1252,24033801902,75762,940,10,24033801902,90836,0.001883
,24033,802406,24033802406,2592,51059480200,79952,1252,24033802406,75762,940,4,24033802406,90843,0.003785
,24033,802001,24033802001,2585,51059480200,79952,1252,24033802001,75762,940,25,24033802001,90846,0.004768
,24033,801500,24033801500,1594,51059460500,79952,1252,24033801500,28725,346,4,24033801500,90885,0.006867
,24033,801406,24033801406,60,51059471200,48376,772,24033801406,59505,747,10,24033801406,90903,0.018666
,24033,801403,24033801403,1590,51059460500,79952,1252,24033801403,29525,353,10,24033801403,90905,0.022187
,24033,801704,24033801704,883,51059460400,79952,1252,24033801704,59505,747,4,24033801704,90907,0.016321
,24033,801707,24033801707,62,51059471200,48376,772,24033801707,59505,747,10,24033801707,90907,0.006235
,24033,801306,24033801306,58,51059471200,48376,772,24033801306,30575,358,10,24033801306,90923,0.011677
,24033,801204,24033801204,1587,51059460500,79952,1252,24033801204,12600,122,15,24033801204,90934,0.025179
,24033,801203,24033801203,877,51059460400,79952,1252,24033801203,99999,9999,10,24033801203,90935,0.012222
,24033,802103,24033802103,886,51059460400,79952,1252,24033802103,99999,9999,4,24033802103,90974,0.003088
,24033,801906,24033801906,2583,51059480200,79952,1252,24033801906,29000,347,4,24033801906,90975,0.004486
,24033,802204,24033802204,64,51059471200,48376,772,24033802204,81250,1007,4,24033802204,91024,0.015566
,24033,803505,24033803505,1607,51059460500,79952,1252,24033803505,43900,527,10,24033803505,91026,0.006041
,24033,801205,24033801205,2553,51059480200,79952,1252,24033801205,17900,209,10,24033801205,91070,0.003083
,24033,801207,24033801207,1588,51059460500,79952,1252,24033801207,17900,209,10,24033801207,91072,0.010679
,24033,801206,24033801206,384,51059471200,79952,1252,24033801206,17900,209,10,24033801206,91073,0.014923
,24033,801301,24033801301,1589,51059460500,79952,1252,24033801301,99999,9999,4,24033801301,91117,0.012078
,24033,801001,24033801001,1583,51059460500,79952,1252,24033801001,9325,88,4,24033801001,91139,0.00195
,24033,800603,24033800603,874,51059460400,79952,1252,24033800603,34712,432,4,24033800603,91176,0.005781
,24033,800203,24033800203,1571,51059460500,79952,1252,24033800203,83025,1029,4,24033800203,91243,0.004073
,24033,800202,24033800202,2523,51059480200,79952,1252,24033800202,45900,555,10,24033800202,91431,0.007302
,24033,800103,24033800103,2521,51059480200,79952,1252,24033800103,45900,555,15,24033800103,91479,0.001475
,24033,800208,24033800208,380,51059471200,79952,1252,24033800208,73650,926,20,24033800208,91501,0.014545
,24033,800406,24033800406,872,51059460400,79952,1252,24033800406,33400,412,10,24033800406,91530,0.01872
,24033,800402,24033800402,1572,51059460500,79952,1252,24033800402,8775,85,4,24033800402,91560,0.006826
,24033,800605,24033800605,382,51059471200,79952,1252,24033800605,34712,432,10,24033800605,91693,0.005554
,24033,801904,24033801904,885,51059460400,79952,1252,24033801904,12600,122,4,24033801904,91720,0.004448
,24033,800505,24033800505,1575,51059460500,79952,1252,24033800505,8775,85,4,24033800505,91736,0.004781
,24033,800702,24033800702,876,51059460400,79952,1252,24033800702,68300,852,4,24033800702,91739,0.016509
,24033,801901,24033801901,2578,51059480200,79952,1252,24033801901,12600,122,30,24033801901,91743,0.011086
,24033,800606,24033800606,1580,51059460500,79952,1252,24033800606,34712,432,25,24033800606,91793,0.007956
,24033,800407,24033800407,2533,51059480200,79952,1252,24033800407,45612,542,20,24033800407,91811,0.006111
,24033,803605,24033803605,1612,51059460500,79952,1252,24033803605,55400,664,15,24033803605,91911,0.012825
,24033,801701,24033801701,2568,51059480200,79952,1252,24033801701,77100,958,15,24033801701,91936,0.011105
,24033,802105,24033802105,888,51059460400,79952,1252,24033802105,75762,940,10,24033802105,91942,0.005352
,24033,802104,24033802104,887,51059460400,79952,1252,24033802104,29000,347,4,24033802104,91943,0.004734
,24033,800511,24033800511,1578,51059460500,79952,1252,24033800511,8775,85,20,24033800511,91973,0.010407
,24033,800207,24033800207,2527,51059480200,79952,1252,24033800207,73650,926,10,24033800207,91981,0.010107
,24033,802403,24033802403,890,51059460400,79952,1252,24033802403,99999,9999,10,24033802403,91996,0.004842
,24033,802301,24033802301,2590,51059480200,79952,1252,24033802301,23025,270,4,24033802301,91997,0.011462
,24033,802404,24033802404,65,51059471200,48376,772,24033802404,23025,270,4,24033802404,91997,0.009417
,24033,801404,24033801404,59,51059471200,48376,772,24033801404,29525,353,10,24033801404,92003,0.012009
,24033,800503,24033800503,2536,51059480200,79952,1252,24033800503,86710,1057,10,24033800503,92028,0.012757
,24033,801308,24033801308,880,51059460400,79952,1252,24033801308,29525,353,15,24033801308,92031,0.010321
,24033,803602,24033803602,2602,51059480200,79952,1252,24033803602,32500,405,4,24033803602,92037,0.003043
,24033,802203,24033802203,889,51059460400,79952,1252,24033802203,23025,270,4,24033802203,92058,0.009909
,24033,801202,24033801202,1585,51059460500,79952,1252,24033801202,17900,209,10,24033801202,92117,0.008522
,24033,801002,24033801002,383,51059471200,79952,1252,24033801002,68300,852,10,24033801002,92143,0.016315
,24033,801905,24033801905,1599,51059460500,79952,1252,24033801905,12600,122,4,24033801905,92169,0.00729
,24033,800508,24033800508,873,51059460400,79952,1252,24033800508,8775,85,10,24033800508,92180,0.021334
,24033,800509,24033800509,56,51059471200,48376,772,24033800509,43900,527,4,24033800509,92180,0.012496
,24033,800701,24033800701,875,51059460400,79952,1252,24033800701,99999,9999,4,24033800701,92185,0.022563
,24033,801402,24033801402,2561,51059480200,79952,1252,24033801402,59505,747,20,24033801402,92199,0.011713
,24033,801405,24033801405,1592,51059460500,79952,1252,24033801405,59505,747,15,24033801405,92200,0.006109
,24033,803300,24033803300,1606,51059460500,79952,1252,24033803300,34711,431,4,24033803300,92203,0.005602
,24033,803519,24033803519,894,51059460400,79952,1252,24033803519,99999,9999,15,24033803519,92228,0.005673
,24033,800105,24033800105,55,51059471200,48376,772,24033800105,45900,555,4,24033800105,92261,0.004022
,24033,800510,24033800510,381,51059471200,79952,1252,24033800510,8775,85,10,24033800510,92273,0.004997
,24033,800206,24033800206,871,51059460400,79952,1252,24033800206,99999,9999,10,24033800206,92301,0.00029
,24033,801307,24033801307,879,51059460400,79952,1252,24033801307,29525,353,10,24033801307,92308,0.021614
,24033,800210,24033800210,2529,51059480200,79952,1252,24033800210,73650,926,10,24033800210,92313,0.006918
,24033,800106,24033800106,1570,51059460500,79952,1252,24033800106,45900,555,10,24033800106,92341,0.006424
,24033,803512,24033803512,2048,51059480200,48376,772,24033803512,45825,553,20,24033803512,92349,0.013976
,24033,803601,24033803601,895,51059460400,79952,1252,24033803601,74282,928,15,24033803601,92434,0.004515
,24033,803515,24033803515,67,51059471200,48376,772,24033803515,44817,531,10,24033803515,92448,0.010899
,24033,800504,24033800504,2537,51059480200,79952,1252,24033800504,8775,85,4,24033800504,92464,0.001201
,24033,803514,24033803514,390,51059471200,79952,1252,24033803514,44817,531,15,24033803514,92486,0.004606
,51031,20300,51031020300,2723,51059480200,79952,1252,51031020300,78688,1228,4,51031020300,5874,0.012247
,51087,201201,51087201201,2102,51059480200,48376,772,51087201201,37032,620,20,51087201201,8992,0.008136
,51087,201404,51087201404,609,51059471200,79952,1252,51087201404,99999,9999,15,51087201404,9221,0.000896
,51099,990300,51099990300,610,51059471200,79952,1252,51099990300,99999,9999,4,51099990300,11974,0.015932
,51099,990400,51099990400,2951,51059480200,79952,1252,51099990400,99999,9999,4,51099990400,12043,0.042903
,51107,610100,51107610100,611,51059471200,79952,1252,51107610100,99999,9999,4,51107610100,13853,0.022844
,51107,610700,51107610700,192,51059471200,48376,772,51107610700,65008,1005,10,51107610700,13934,0.03122
,51107,610400,51107610400,614,51059471200,79952,1252,51107610400,44984,725,10,51107610400,14076,0.01518
,51107,610501,51107610501,188,51059471200,48376,772,51107610501,44984,725,10,51107610501,14084,0.008547
,51107,611008,51107611008,200,51059471200,48376,772,51107611008,99999,9999,10,51107611008,14126,0.045054
,51107,610502,51107610502,189,51059471200,48376,772,51107610502,44984,725,4,51107610502,14131,0.013345
,51107,611004,51107611004,197,51059471200,48376,772,51107611004,99999,9999,10,51107611004,14140,0.035414
,51107,611001,51107611001,2970,51059480200,79952,1252,51107611001,99999,9999,60,51107611001,14268,0.00086
,51107,611002,51107611002,195,51059471200,48376,772,51107611002,99999,9999,35,51107611002,14270,0.005673
,51107,611101,51107611101,201,51059471200,48376,772,51107611101,99999,9999,10,51107611101,14273,0.011206
,51107,611006,51107611006,627,51059471200,79952,1252,51107611006,99999,9999,15,51107611006,14278,0.035535
,51107,611600,51107611600,211,51059471200,48376,772,51107611600,99999,9999,10,51107611600,14288,0.011408
,51107,611005,51107611005,198,51059471200,48376,772,51107611005,99999,9999,30,51107611005,14311,0.033952
,51107,611007,51107611007,199,51059471200,48376,772,51107611007,99999,9999,10,51107611007,14311,0.064203
,51107,611003,51107611003,196,51059471200,48376,772,51107611003,99999,9999,25,51107611003,14318,0.015024
,51107,611204,51107611204,206,51059471200,48376,772,51107611204,99999,9999,20,51107611204,14319,0.019996
,51107,611205,51107611205,207,51059471200,48376,772,51107611205,99999,9999,10,51107611205,14319,0.006838
,51107,611800,51107611800,640,51059471200,79952,1252,51107611800,99999,9999,20,51107611800,14369,0.003417
,51107,611201,51107611201,203,51059471200,48376,772,51107611201,99999,9999,25,51107611201,14378,0.017056
,51107,611300,51107611300,208,51059471200,48376,772,51107611300,99999,9999,40,51107611300,14381,0.00713
